,Name,Team,Level,Age,ERA,GS,IP,H,R,ER,HR,BB,HBP,SO,K%,BB%,K-BB%,WHIP,BABIP,LOB%,FIP,xFIP,GB%,SwStr%,Balls,Strikes,PlayerId,EDB Team,TWTC Team,BL Team
1667,Cade Smith,NYY,"A,A+",22,3.48708514081903,18,90.1,60,41,35,6,41,3,116,0.31351351,0.11081081,0.2027027,1.11808126737372,0.26470588,0.65899582,3.30320126728349,3.29933812513648,0.436274509,0.15147453,564,928,sa3023371,,,
1668,Cade Austin,NYY,A,22,4.34745818929616,1,39.1,31,22,19,7,13,4,42,0.25766871,0.0797546,0.17791411,1.11864421245047,0.24742268,0.68062827,5.01931804473702,3.74930456228585,0.495049504,0.15057283,220,391,sa3023372,,,
1669,Aaron Nixon,NYY,A,22,4.28823490921604,0,56.2,37,31,27,2,41,5,59,0.23320158,0.16205534,0.07114625,1.37647046468663,0.23972603,0.64837905,4.3565062158908,4.60244950449704,0.584507042,0.11740042,405,549,sa3023376,,,
1670,Rio Britton,ARI,A,21,4.34482758620689,1,58.0,61,34,28,5,29,5,64,0.24902724,0.11284047,0.13618677,1.55172413793103,0.36363636,0.69318182,4.75486008216594,4.21959449258344,0.5,0.12332991,386,587,sa3023379,,,
1671,Austin Strickland,SFG,"A,A+",22,6.02678468793039,0,37.1,45,32,25,3,19,4,40,0.22346369,0.10614525,0.11731844,1.71428542234464,0.37168142,0.56426332,4.54728786074418,4.34801852556802,0.526785714,0.09923664,243,412,sa3023380,,,
1672,Jack White,SEA,A,24,5.46242726387268,0,57.2,55,39,35,5,42,6,67,0.24907063,0.15613383,0.0929368,1.68208077649412,0.33557047,0.66666667,5.38302420903218,4.89986539316511,0.581699346,0.1023766,434,660,sa3023404,,,
1673,Shane Marshall,CHC,A,24,2.33653811872363,0,34.2,23,15,9,3,22,1,40,0.26666667,0.14666667,0.12,1.29807673262424,0.23809524,0.74162679,4.39244637009662,4.07923097218684,0.333333333,0.13256956,247,364,sa3023405,,,
1674,Jackson Finley,OAK,A,23,6.1748883148938,13,74.1,88,56,51,6,34,12,88,0.25433526,0.0982659,0.15606937,1.64125571768419,0.39805825,0.62101911,4.62056291781141,4.69893164593148,0.416666666,0.11455331,537,851,sa3023406,,,
1675,Quinn Mathews,STL,"A,A+,AA",23,2.4910711316126,20,112.0,66,35,31,6,34,9,157,0.35600907,0.07709751,0.27891157,0.892857036420289,0.25531915,0.73558648,2.51425561639662,2.62604227252342,0.472340425,0.16185625,623,1144,sa3023407,Montgomery Biscuits,Super Duper Melonheads,Moneyball
1676,Jake Eddington,PHI,"A,CPX",23,3.74257390403993,3,33.2,28,16,14,1,30,5,41,0.25786164,0.18867925,0.06918239,1.72277211455806,0.32926829,0.76298701,4.66380552026881,4.552165058587,0.607594936,0.10030864,274,374,sa3023409,,,
1677,Ty Johnson,CHC,"A,A+",22,3.05660355358458,10,70.2,51,29,24,2,25,7,97,0.34275618,0.08833922,0.25441696,1.07547162070568,0.32236842,0.67331671,2.51087832445089,2.84942828614355,0.44,0.17955326,402,762,sa3023410,,,
1678,Jackson Nezuh,HOU,"A,A+",22,4.18064544423687,14,103.1,80,52,48,10,41,4,132,0.30697674,0.09534884,0.21162791,1.17096782118671,0.28806584,0.65765766,3.59416804834961,3.28882195791039,0.403225806,0.14131088,599,1064,sa3023411,,,
1679,Dylan Carmouche,SFG,"A,A+",22,2.8235294117647,19,102.0,89,40,32,7,43,2,101,0.24278846,0.10336538,0.13942308,1.29411764705882,0.31178707,0.7568438,4.25866210600909,4.41322291578148,0.397727272,0.15836526,590,976,sa3023412,,,
1680,Tommy Vail,CHW,"A,A+",25,1.32786885245901,9,61.0,29,11,9,2,34,0,88,0.36363636,0.14049587,0.2231405,1.0327868852459,0.22881356,0.86378738,2.79729197767914,3.27394834681124,0.44347826,0.15568862,370,632,sa3023413,,,
1681,Ross Dunn,MIN,A,22,5.68420995569631,13,50.2,57,37,32,6,23,0,48,0.20869565,0.1,0.10869565,1.57894720991564,0.33333333,0.60055866,4.5513204291917,4.32555688623977,0.37012987,0.10882016,311,562,sa3023414,,,
1682,Jesse Wainscott,SEA,A,24,4.275,0,40.0,35,21,19,2,25,4,44,0.24043716,0.13661202,0.10382514,1.5,0.30555556,0.70261438,4.7074462890625,5.17158146388828,0.367924528,0.12746386,294,467,sa3023415,,,
1683,Jonah Hurney,CIN,A,24,3.44680851063829,0,47.0,34,20,18,2,11,2,54,0.29508197,0.06010929,0.23497268,0.957446808510638,0.28070175,0.61085973,2.6298479658492,2.76115224513601,0.517857142,0.11836115,219,440,sa3023417,,,
1684,Conor Steinbaugh,BOS,"A,A+",25,3.94381967534209,1,59.1,56,30,26,7,22,6,55,0.21653543,0.08661417,0.12992126,1.31460655844736,0.29878049,0.7277628,4.68003367900936,4.12427599107208,0.4852071,0.12078346,338,581,sa3023419,,,
1685,Josh Knoth,MIL,A,18,4.88687850287645,19,73.2,70,41,40,7,38,3,85,0.26645768,0.11912226,0.14733542,1.46606355086293,0.33870968,0.6916996,4.18203933125977,3.62164053191718,0.449735449,0.13033175,480,786,sa3023420,Bang Bang Scissor Gang,,
1686,Alex Clemmey,WSN,A,18,4.8050852506129,22,78.2,60,45,42,4,55,1,106,0.31268437,0.16224189,0.15044248,1.46186456037165,0.32369942,0.64311594,3.6864491068471,3.64550713638462,0.514450867,0.14077316,552,819,sa3023421,,,
1687,Isaac Stebens,BOS,"A,A+",22,3.45731675149715,0,54.2,47,25,21,4,29,6,75,0.30737705,0.11885246,0.18852459,1.3902437730888,0.33076923,0.7460733,3.71179892811643,3.86418552694662,0.387596899,0.09785933,380,601,sa3023422,,,
1688,Jacob Cravey,BAL,A,22,5.40000040193886,11,68.1,75,45,41,4,43,3,64,0.20578778,0.13826367,0.06752412,1.72682939682597,0.36040609,0.65857886,4.49207132161337,4.67830970536651,0.43523316,0.11338583,547,723,sa3023423,,,
1689,Bryce Collins,CHW,"A,A+",24,2.57142857142857,0,42.0,33,14,12,3,20,1,63,0.3559322,0.11299435,0.24293785,1.26190476190476,0.33333333,0.80321285,3.01248764764694,3.00052231128017,0.439560439,0.12301587,311,445,sa3023438,,,
1690,Andrew Walters,CLE,"AA,AAA",23,2.74218729569112,0,42.2,31,13,13,5,23,3,69,0.375,0.125,0.25,1.26562490570359,0.30952381,0.88,3.58773225378382,3.80422304047477,0.252873563,0.19295958,287,480,sa3023439,,,
1691,George Klassen,LAA,"A,A+,AA",22,2.53960408029481,16,67.1,45,21,19,3,28,3,100,0.3649635,0.10218978,0.26277372,1.08415846702644,0.3,0.76601671,2.57800033467845,2.76168667555602,0.510791366,0.15498155,403,681,sa3023440,,Dick Pole's Tent Pitching Camp,Back to the Minors
1692,Levi Wells,BAL,A+,22,6.94285638614584,17,46.2,48,40,36,6,27,4,61,0.27853881,0.12328767,0.15525114,1.6071426819782,0.34710744,0.55240793,4.63349712371827,3.98842286247825,0.467741935,0.13194444,329,535,sa3023441,,,
1693,Kyle Carr,NYY,A+,22,5.12790697674418,20,86.0,80,58,49,5,50,3,80,0.21333333,0.13333333,0.08,1.51162790697674,0.3164557,0.5952381,4.3276832846708,4.57744895897285,0.483050847,0.0995324,575,922,sa3023444,,,
1694,Ethan Chenault,PHI,"A,A+",23,4.778760416654,0,37.2,26,24,20,4,26,7,53,0.33125,0.1625,0.16875,1.38053078703337,0.31428571,0.65543071,4.7404605980974,4.04906364286027,0.452054794,0.15230769,275,375,sa3023445,,,
1695,Hunter Furtado,PIT,A,22,6.12604963465462,0,39.2,35,35,27,4,40,3,34,0.17525773,0.20618557,-0.03092784,1.89075606007858,0.27433628,0.59392265,6.39348071338889,6.28513469578807,0.4375,0.09881423,347,412,sa3023447,,,
1696,Charlee Soto,MIN,A,18,4.73936131746322,18,62.2,64,42,33,5,24,6,71,0.25912409,0.08759124,0.17153285,1.40425520517428,0.35119048,0.59770115,3.75218837454395,3.54697075709045,0.49112426,0.157129,352,679,sa3023450,Bang Bang Scissor Gang,Tha killer b's,
1697,Nick Altermatt,CHW,"A,A+",24,3.09836041353879,0,40.2,34,16,14,2,13,2,41,0.24550898,0.07784431,0.16766467,1.15573761457399,0.29357798,0.71428571,3.31411815935502,3.44186847867565,0.504672897,0.13608563,230,424,sa3023451,,,
1698,Ben Petschke,HOU,A,22,6.6226424627689,0,35.1,45,37,26,1,26,2,23,0.13142857,0.14857143,-0.01714286,2.00943425152389,0.35772358,0.5027933,5.02815061510142,5.48324294758749,0.533333333,0.11234177,262,370,sa3023452,,,
1699,Kai Peterson,TOR,"A,A+",21,4.10400062622079,0,41.2,24,24,19,1,37,10,81,0.41116751,0.18781726,0.22335025,1.4640002233887,0.33823529,0.67528736,3.33664785375263,3.62246803677344,0.462686567,0.15535098,357,512,sa3023453,,,
1700,Trent Sellers,NYY,"A+,AAA",24,2.77941183779375,5,68.0,38,29,21,3,35,2,81,0.29347826,0.12681159,0.16666667,1.07352943999441,0.22580645,0.64971751,3.40510883277424,3.59463690825789,0.53548387,0.09465021,508,707,sa3023454,,,
1701,Jose Fermin,LAA,"A,A+",22,3.69642857142857,0,56.0,42,28,23,4,28,1,75,0.3164557,0.11814346,0.19831224,1.25,0.29457364,0.65749235,3.60623976503099,3.84279560944331,0.407692307,0.19125683,324,591,sa3023455,,,
1702,Emmanuel Chapman,PIT,"A+,AA",25,3.13259694916926,3,60.1,38,23,21,4,25,2,66,0.27731092,0.10504202,0.17226891,1.04419898305642,0.24113475,0.70707071,3.49321935159528,3.98783664012516,0.328671328,0.14285714,337,573,sa3023456,,,
1703,Cooper Adams,BOS,A+,24,5.89340192818453,6,65.2,66,50,43,10,33,10,45,0.15254237,0.11186441,0.04067797,1.50761444674488,0.28426396,0.62105263,6.15710169775397,5.67670539168917,0.391089108,0.1059135,441,692,sa3023457,,,
1704,Sam Knowlton,ARI,A,24,5.65714285714285,0,35.0,37,28,22,1,33,4,43,0.24571429,0.18857143,0.05714286,2.0,0.38297872,0.63360882,5.16816057477678,5.40306407128061,0.576086956,0.14265928,313,409,sa3023467,,,
1705,Dylan Simmons,CIN,"A,A+",23,3.82300852691105,0,37.2,36,18,16,2,18,3,42,0.24705882,0.10588235,0.14117647,1.43362819759164,0.32380952,0.7195572,3.65407141743815,3.90828355554821,0.40776699,0.14219474,235,412,sa3023468,,,
1706,Danny Wirchansky,SEA,AA,26,2.8,14,90.0,69,34,28,7,25,0,69,0.19166667,0.06944444,0.12222222,1.04444444444444,0.23938224,0.71258907,3.75042852825588,4.17368866801261,0.428030303,0.11928737,453,838,sa3023469,,,
1707,Jackson Baumeister,TBR,A+,21,2.86016986137905,19,78.2,58,32,25,3,45,7,103,0.30383481,0.13274336,0.17109145,1.30932220320907,0.3038674,0.73724008,3.44366671160287,4.08104941762143,0.410112359,0.13024602,553,829,sa3023471,,,
1708,Khristian Curtis,PIT,A,22,4.5,13,60.0,51,35,30,8,33,3,66,0.25680934,0.12840467,0.12840467,1.4,0.29251701,0.68601583,4.87807491620381,3.939779484272,0.412903225,0.13476563,405,619,sa3023473,,,
1709,Hunter Owen,KCR,A+,22,4.05494505494505,18,91.0,79,47,41,6,28,9,68,0.18085106,0.07446809,0.10638298,1.17582417582417,0.2754717,0.64126394,4.02540044679746,4.27225146742312,0.416666666,0.09768829,482,859,sa3023474,,,
1710,Jojo Ingrassia,BOS,A,21,2.02500019311906,9,53.1,36,15,12,2,17,2,86,0.40375587,0.07981221,0.32394366,0.993750094771394,0.32075472,0.76628352,1.91600402176378,1.88580931884054,0.5,0.21755253,268,541,sa3023475,,,
1711,Paulshawn Pasqualotto,MIN,A,23,6.34500096817031,8,66.2,84,54,47,7,23,6,69,0.21974522,0.07324841,0.14649682,1.6050002449036,0.36842105,0.57170543,4.14474167442323,3.97784527711543,0.384615384,0.11138015,453,786,sa3023476,,,
1712,Carter Spivey,CLE,A+,24,3.45731723400754,21,109.1,98,49,42,6,41,7,80,0.17391304,0.08913043,0.08478261,1.27134152255832,0.28220859,0.70494186,4.01005606149223,4.46054718895046,0.396923076,0.10127315,664,1064,sa3023477,,,
1713,Josh Grosz,NYY,"A,A+,AA",21,4.16095920308355,19,97.1,87,63,45,12,45,11,105,0.24764151,0.10613208,0.14150943,1.35616448100501,0.29880478,0.63391442,4.7171488153788,4.03582276556211,0.421259842,0.11595935,604,1069,sa3023478,,,
1714,Michael Forret,BAL,"A,A+",20,3.79338819056813,15,80.2,65,46,34,6,38,5,103,0.29855072,0.11014493,0.1884058,1.2768594236226,0.30569948,0.62248996,3.59651201505059,3.58382347817589,0.429319371,0.16791604,473,861,sa3023479,,,
1715,Thomas Bruss,DET,A,25,4.73684210526315,0,38.0,40,23,20,2,23,7,49,0.26923077,0.12637363,0.14285714,1.6578947368421,0.37623762,0.69940476,4.01842579339679,4.09324778004696,0.448979591,0.16320475,264,410,sa3023480,,,
1716,Tanner Hall,MIN,"A,A+",22,4.55844082448723,10,51.1,49,34,26,4,21,8,64,0.27826087,0.09130435,0.18695652,1.36363614407737,0.33834586,0.60773481,3.74977646525188,3.32095413877173,0.541984732,0.13822894,352,574,sa3023481,,,
1717,Ben Shields,NYY,"A+,AA,AAA",25,3.34883727893241,13,86.0,69,40,32,7,25,10,109,0.30532213,0.07002801,0.23529412,1.09302327854044,0.30097087,0.67940552,3.26950237925466,3.14030798818576,0.483091787,0.14710253,456,890,sa3023483,,,
1718,Harrison Durow,MIL,A,22,5.39999941144677,0,46.2,48,31,28,3,18,9,46,0.22009569,0.0861244,0.13397129,1.41428556014082,0.33834586,0.62146893,4.1847541155134,4.35410640465184,0.4,0.1289507,302,489,sa3023484,,,
1719,Brandon Sproat,NYM,"A+,AA,AAA",23,2.54895118494373,18,95.1,60,28,27,9,36,1,116,0.31351351,0.0972973,0.21621622,1.00699306071851,0.24519231,0.81753555,3.43567514165782,3.0901612646454,0.509345794,0.15789474,517,965,sa3023499,jstocs5,Dick Pole's Tent Pitching Camp,Back to the Minors
1720,Kenten Egbert,CHC,A,22,3.17647102686969,12,73.2,51,31,26,8,29,1,76,0.2541806,0.09698997,0.15719064,1.08597300063921,0.23243243,0.71633238,4.15489000624378,3.63449650582632,0.38095238,0.14491449,404,707,sa3023500,,,
1721,Elijah Dale,SEA,A,23,4.64210526315789,21,95.0,73,59,49,7,43,20,96,0.22482436,0.10070258,0.12412178,1.22105263157894,0.25287356,0.61014263,5.00876207853618,4.6651774631519,0.596078431,0.12301102,650,984,sa3023501,,,
1722,Luke Russo,PHI,"A,A+",23,4.9090915281553,17,80.2,76,45,44,7,29,6,98,0.28323699,0.08381503,0.19942197,1.30165305670784,0.33495146,0.65217391,3.55146777182665,3.69387538903668,0.338095238,0.16550657,478,815,sa3023502,,,
1723,Riley Cooper,BAL,A,22,3.10619489998572,8,75.1,64,33,26,4,36,3,70,0.21604938,0.11111111,0.10493827,1.32743371794261,0.28436019,0.71868583,3.96970995911156,4.27561669171932,0.419512195,0.11477987,486,786,sa3023503,,,
1724,Justin Lawson,NYM,A+,23,2.74850274288129,1,55.2,38,23,17,3,26,2,46,0.20175439,0.11403509,0.0877193,1.14970049375426,0.23178808,0.69579288,4.1403834148214,4.70650918809737,0.493333333,0.12560976,284,536,sa3023504,,,
1725,Zach Thornton,NYM,"A,A+",22,4.37323973032721,7,47.1,53,29,23,3,17,5,38,0.18269231,0.08173077,0.10096154,1.47887333875799,0.34482759,0.64971751,4.16260329394985,4.1542052610715,0.486301369,0.09935484,275,500,sa3023505,,,
1726,Nick Dean,CHC,"A,A+",23,3.3605148013846,14,77.2,65,32,29,4,19,2,81,0.2555205,0.05993691,0.1955836,1.08154499354906,0.28909953,0.67164179,2.88711799365292,3.46002794632365,0.391509433,0.1442953,422,770,sa3023506,,,
1727,Zach Fruit,BAL,A+,24,3.23595505617977,17,89.0,68,36,32,5,45,3,96,0.25531915,0.11968085,0.1356383,1.26966292134831,0.27753304,0.73394495,3.77450847411423,4.06070202006382,0.484444444,0.11309116,563,896,sa3023507,,,
1728,Will Sanders,CHC,A+,22,4.4058583031637,19,79.2,76,47,39,9,35,8,89,0.24929972,0.09803922,0.1512605,1.3933056172398,0.31018519,0.67669173,4.29653945872498,3.82274643368899,0.417431192,0.13643068,503,853,sa3023508,,,
1729,Drew Dowd,TBR,A,22,3.3629896890758,17,93.2,87,40,35,6,39,7,82,0.20918367,0.0994898,0.10969388,1.34519587563032,0.31395349,0.74638844,4.13991438354928,4.13841074027352,0.416988416,0.12313167,549,856,sa3023509,,,
1730,Rorik Maltrud,CLE,"A,A+",24,2.9,15,90.0,73,33,29,6,30,0,102,0.27792916,0.08174387,0.19618529,1.14444444444444,0.29257642,0.73995772,3.12647041744656,3.18972189376751,0.406113537,0.14424411,483,959,sa3023510,,,
1731,Nick Sando,CIN,"A,CPX",23,3.15957430780825,2,62.2,49,27,22,1,30,6,75,0.2851711,0.11406844,0.17110266,1.26063823392349,0.31788079,0.6937799,3.22294030336794,3.80423948357001,0.452702702,0.14683816,343,590,sa3023511,,,
1732,Blake Wolters,KCR,A,19,4.20359243028904,14,55.2,57,32,26,4,25,2,46,0.18623482,0.10121457,0.08502024,1.47305375762265,0.31176471,0.66326531,4.32128105971953,4.24657154274192,0.464705882,0.09424084,368,587,sa3023513,Bang Bang Scissor Gang,,
1733,Brody Hopkins,SEA,"A,A+",22,2.72727309508105,21,99.0,70,38,30,3,43,17,114,0.27403846,0.10336538,0.17067308,1.14141429534873,0.28033473,0.73131955,3.91425888731221,4.23092585468635,0.568965517,0.12773951,640,957,sa3023515,,,
1734,Mark Manfredi,MIL,A+,24,3.79899526617119,11,66.1,53,35,28,7,37,6,83,0.28919861,0.12891986,0.16027875,1.35678402363256,0.2987013,0.70765661,4.25705327855942,3.79390850525015,0.414012738,0.15377856,433,705,sa3023516,,,
1735,Nestor German,BAL,"A,A+",22,1.39655177006398,12,58.0,34,14,9,1,15,0,68,0.30630631,0.06756757,0.23873874,0.844827613989324,0.23913043,0.73529412,2.23971705994226,2.71928484434329,0.511278195,0.18077803,304,570,sa3023517,,,
1736,Grant Rogers,TOR,"A,A+",23,4.00380213618542,16,87.2,79,44,39,10,26,2,86,0.2369146,0.07162534,0.16528926,1.19771858774777,0.28870293,0.67741935,4.01371246693742,3.60430556653269,0.440329218,0.10290987,482,927,sa3023522,,,
1737,Ryan Ammons,NYM,"A,A+",23,2.38938032931941,0,37.2,20,15,10,1,28,3,49,0.30434783,0.17391304,0.13043478,1.27433617563701,0.2375,0.72580645,3.77016382287737,4.36728845098556,0.4,0.15160796,263,390,sa3023523,,,
1738,Alonzo Tredwell,HOU,A,22,5.36842105263157,14,57.0,53,37,34,3,38,2,67,0.26070039,0.14785992,0.11284047,1.59649122807017,0.34013605,0.63063063,4.02335067213627,3.88222876115326,0.476190476,0.13155474,417,670,sa3023524,,,
1739,Bishop Letson,MIL,A,19,3.01764678796684,12,56.2,39,23,19,6,24,6,55,0.23809524,0.1038961,0.13419914,1.11176460609304,0.23571429,0.75907591,4.60828350080339,4.14228504480582,0.457746478,0.12647754,316,530,sa3023526,,,
1740,Trennor O'Donnell,BOS,A,23,3.83225768725411,6,51.2,53,34,22,2,19,3,62,0.26160338,0.08016878,0.1814346,1.39354824991058,0.33774834,0.56786704,2.96539940317016,3.24288336188329,0.410958904,0.13614458,279,551,sa3023531,,,
1741,Alejandro Rosario,TEX,"A,A+",22,2.43347629524704,15,77.2,62,25,21,2,12,3,114,0.36655949,0.03858521,0.32797428,0.952789660572917,0.33333333,0.70080863,1.56279873257332,1.89477632525277,0.474576271,0.16861436,386,812,sa3023538,,Dick Pole's Tent Pitching Camp,
1742,Nico Zeglin,CHC,"A,A+",24,1.21935503377133,3,51.2,28,10,7,2,11,5,75,0.38071066,0.05583756,0.3248731,0.754838830429874,0.25,0.82524272,2.07720006032947,1.94998002369263,0.601941747,0.16927083,255,513,sa3023549,,,
1743,Danny Kirwin,BOS,A,24,3.06818155217764,4,58.2,43,23,20,4,21,1,58,0.24472574,0.08860759,0.15611814,1.09090899632982,0.25490196,0.70707071,3.61884508704351,3.54795594276194,0.458064516,0.13043478,322,552,sa3023553,,,
1744,Travis Sykora,WSN,A,20,2.51470588235294,16,68.0,37,21,19,2,22,2,101,0.38697318,0.08429119,0.30268199,0.867647058823529,0.26119403,0.68728522,2.05534241620232,2.30756093197885,0.39849624,0.20526794,387,714,sa3023557,,Tokyo Airport Sushi,Kelly Leak; Es un bandido
1745,Chris Villaman,TBR,A,23,2.03424636273879,8,48.2,34,11,11,2,7,1,57,0.31666667,0.03888889,0.27777778,0.842465665376672,0.28318584,0.79081633,2.26968582519827,2.73775218714284,0.236842105,0.15616046,236,462,sa3023559,,,
1746,Steven Echavarria,OAK,A,18,6.27096712459764,17,51.2,67,44,36,4,33,4,52,0.2055336,0.13043478,0.07509881,1.93548368043137,0.39375,0.6097561,5.22438166051701,5.45015326021833,0.453416149,0.12103175,386,622,sa3023560,,,
1747,Nate Savino,ARI,"A,CPX",22,6.55339684469781,15,34.1,27,35,25,4,31,9,40,0.23529412,0.18235294,0.05294118,1.6893200755221,0.26744186,0.52117264,7.00667527819788,6.47143352976326,0.406976744,0.10752688,284,367,sa3023565,,,
1748,Nazier Mule,CHC,"A,CPX",19,3.88799970336916,13,41.2,28,21,18,2,38,6,36,0.18848168,0.19895288,-0.0104712,1.58399987915039,0.23853211,0.73699422,5.88009581122422,5.86496705472283,0.542056074,0.13173653,302,366,sa3023566,,,
1749,Cole Schoenwetter,CIN,"A,CPX",19,5.87903108247012,10,41.1,46,29,27,0,30,3,52,0.26530612,0.15306122,0.1122449,1.83870930974374,0.41441441,0.63291139,4.44591545524287,5.52450921227286,0.409090909,0.17326057,279,454,sa3023567,,,
1750,Justin Militello,ATL,CPX,20,10.2315779202533,5,31.2,46,39,36,2,27,8,24,0.14117647,0.15882353,-0.01764706,2.30526292647683,0.40366972,0.5370844,6.44498663741138,6.73969769068633,0.396226415,0.11479029,196,257,sa3023568,,,
1751,Zander Mueth,PIT,"A,CPX",19,1.98305091156558,15,59.0,44,28,13,2,38,9,63,0.23684211,0.14285714,0.09398496,1.38983055340493,0.27272727,0.71428571,4.48257025384573,4.8453981929545,0.479452054,0.15,361,539,sa3023569,,,
1752,Carson Hobbs,LAD,"A,A+,CPX",22,4.54455402633421,1,33.2,25,17,17,4,17,4,41,0.28472222,0.11805556,0.16666667,1.24752463467998,0.26923077,0.71782178,4.87459187350801,4.58492945768369,0.358024691,0.13131313,196,299,sa3023573,,,
1753,Paul Wilson,DET,CPX,19,6.6226424627689,8,35.1,44,35,26,4,36,3,34,0.1878453,0.19889503,-0.01104972,2.2641512693227,0.38461538,0.62015504,6.68242524647133,6.1619246105684,0.471698113,0.11600587,309,372,sa3023596,,,
1754,Daniel Nunez,ARI,"A,CPX",21,3.0,7,54.0,56,20,18,2,11,1,66,0.28820961,0.04803493,0.24017467,1.24074074074074,0.36241611,0.73619632,2.84305070594505,3.35080959887968,0.431506849,0.16235294,292,558,sa3023597,,,
1755,Daniel Keaney,TEX,CPX,19,4.38461538461538,3,39.0,39,24,19,5,13,6,50,0.28735632,0.07471264,0.21264368,1.33333333333333,0.34,0.66666667,5.2610765554966,4.51523268803572,0.415841584,0.20099668,214,388,sa3023598,,,
1756,Noah Takacs,PIT,"A,CPX",22,6.3,0,30.0,31,23,21,3,20,2,25,0.17857143,0.14285714,0.03571429,1.7,0.31111111,0.6147541,5.60763337656579,5.46523015543542,0.329268292,0.09475806,191,305,sa3023612,,,
1757,Hiro Wyatt,KCR,"A,CPX",19,4.42968697194016,10,42.2,45,26,21,0,20,5,47,0.24102564,0.1025641,0.13846154,1.52343731839211,0.36585366,0.62857143,4.01705270617262,4.81362327740657,0.448275862,0.13679245,241,395,sa3023613,,,
1758,Jeremy Pilon,TBR,CPX,18,3.27857107123554,9,46.2,32,21,17,3,32,3,61,0.30653266,0.16080402,0.14572864,1.37142842195473,0.29,0.73248408,4.29536278899835,4.2537068307307,0.454545454,0.14929215,327,450,sa3023614,,,
1759,Victor Garcia,LAA,"A,CPX",20,4.49999984105428,3,54.0,50,31,27,3,19,5,57,0.24782609,0.0826087,0.16521739,1.27777773264504,0.32191781,0.61604585,4.54658395536221,4.85446119850456,0.482993197,0.15608466,255,501,sa3023615,,,
1760,Danny Flatt,NYY,"A,CPX",20,3.92307675519639,7,39.0,36,22,17,5,22,1,40,0.22727273,0.125,0.10227273,1.4871794235385,0.28703704,0.71153846,5.19184578357424,4.63330768847759,0.396396396,0.10695187,220,341,sa3023618,,,
1761,Jonalbert Rumbol,TBR,"A,CPX",25,4.21874996856786,0,32.0,32,19,15,1,16,6,28,0.19444444,0.11111111,0.08333333,1.49999998882412,0.33333333,0.66539924,4.32343587495063,4.5866497065507,0.538461538,0.12788632,215,348,sa3023619,,,
1762,Adrian Herrera,CIN,"A,CPX",19,5.36170191007159,6,47.0,43,34,28,8,25,7,61,0.29326923,0.12019231,0.17307692,1.44680845192408,0.3271028,0.64263323,6.1522519520202,5.05325988351611,0.3,0.13135593,273,435,sa3023627,,,
1763,Jordan Woods,KCR,CPX,20,4.64516129032258,9,31.0,29,18,16,3,11,2,40,0.30075188,0.08270677,0.21804511,1.29032258064516,0.33766234,0.63492063,4.63245786236178,4.38041961327675,0.354430379,0.20892019,144,282,sa3023628,,,
1764,Trevor Harrison,TBR,"A,CPX",18,3.45731675149715,12,54.2,51,22,21,3,19,0,66,0.2907489,0.08370044,0.20704846,1.28048768573968,0.34532374,0.72948328,3.06914235252677,3.18621148875284,0.442857142,0.15867159,285,528,sa3023629,,,
1765,Keyner Martinez,SFG,CPX,19,3.03061177302585,0,32.2,27,15,11,2,16,3,23,0.16312057,0.11347518,0.04964539,1.31632632565769,0.25773196,0.71759259,5.82962687626229,5.90161613068508,0.473118279,0.15189873,138,257,sa3023631,,,
1766,Jaxon Wiggins,CHC,"A,A+,CPX",22,4.56923110442756,14,43.1,28,23,22,2,26,0,46,0.25274725,0.14285714,0.10989011,1.24615393757115,0.24074074,0.60546875,3.99117834004589,4.13865165185791,0.5,0.15589888,299,413,sa3023635,,,
1767,Adam Bates,BOS,CPX,18,3.96330330711201,9,36.1,37,17,16,3,17,0,36,0.2384106,0.11258278,0.12582782,1.486238740167,0.35789474,0.74297189,4.31934718234041,4.5030281886311,0.275510204,0.17201835,145,291,sa3023637,,,
1768,David Rodriguez,ATL,"A,CPX",22,5.75735189149555,8,45.1,47,30,29,3,21,0,36,0.18461538,0.10769231,0.07692308,1.49999972651991,0.32592593,0.59561129,4.42414514950244,4.51719988275875,0.397058823,0.14694656,183,341,sa3023659,,,
1769,Wyatt Crowell,LAD,"A,A+,CPX",22,2.72727272727272,14,33.0,14,10,10,0,20,10,46,0.32624113,0.14184397,0.18439716,1.03030303030303,0.21538462,0.77272727,3.94625490752485,4.53505903737463,0.625,0.12956204,234,314,sa3023662,,,
1770,Ryan Vanderhei,SFG,"A,CPX",23,3.97894696898741,4,31.2,28,18,14,1,13,0,32,0.23703704,0.0962963,0.14074074,1.29473671213082,0.30337079,0.58080808,3.87168553254865,4.36640241115749,0.465116279,0.15417559,167,300,sa3023671,,,
1771,Ricky Castro,MIN,"A,A+",24,3.82978723404255,8,47.0,38,25,20,4,16,1,55,0.28061224,0.08163265,0.19897959,1.14893617021276,0.28333333,0.60728745,3.35683398855493,3.172889769109,0.341880341,0.1659808,246,483,sa3023681,,,
1772,Ryan Watson,TOR,"A,A+,CPX",25,4.59183673469387,7,49.0,44,26,25,6,9,2,53,0.27894737,0.04736842,0.23157895,1.08163265306122,0.31666667,0.6223176,3.74806981740726,3.08775330572273,0.46031746,0.10704225,237,473,sa3023682,,,
